date,product_id,vendor,category,price
2026-04-27,688442,woolworths,toilet_paper,3.5
2026-04-27,688443,woolworths,toilet_paper,4.0
2026-04-27,688444,woolworths,toilet_paper,4.0
2026-04-27,688445,woolworths,toilet_paper,4.0
2026-04-27,688446,woolworths,toilet_paper,4.0
2026-04-27,688447,woolworths,toilet_paper,4.0
2026-04-27,688449,woolworths,toilet_paper,5.6
2026-04-27,688450,woolworths,toilet_paper,2.4
2026-04-27,688451,woolworths,toilet_paper,2.4
2026-04-27,689201,woolworths,toilet_paper,6.6
2026-04-27,689202,woolworths,toilet_paper,6.6
2026-04-27,69015,woolworths,toilet_paper,7.5
2026-04-27,692475,woolworths,toilet_paper,3.5
2026-04-27,692482,woolworths,toilet_paper,7.0
2026-04-27,692484,woolworths,toilet_paper,5.0
2026-04-27,694305,woolworths,toilet_paper,1.8
2026-04-27,698042,woolworths,toilet_paper,4.0
2026-04-27,699977,woolworths,toilet_paper,3.5
2026-04-27,700309,woolworths,toilet_paper,4.0
2026-04-27,700497,woolworths,toilet_paper,9.0
2026-04-27,70837,woolworths,toilet_paper,2.0
2026-04-27,70840,woolworths,toilet_paper,2.0
2026-04-27,713359,woolworths,toilet_paper,5.0
2026-04-27,713771,woolworths,toilet_paper,5.0
2026-04-27,71774,woolworths,toilet_paper,2.0
2026-04-27,721364,woolworths,toilet_paper,4.8
2026-04-27,722,woolworths,toilet_paper,13.5
2026-04-27,731887,woolworths,toilet_paper,9.5
2026-04-27,742707,woolworths,toilet_paper,4.0
2026-04-27,744207,woolworths,toilet_paper,3.3
2026-04-27,752113,woolworths,toilet_paper,7.6
2026-04-27,75280,woolworths,toilet_paper,0.5
2026-04-27,758696,woolworths,toilet_paper,3.0
2026-04-27,76850,woolworths,toilet_paper,2.0
2026-04-27,7799,woolworths,toilet_paper,5.0
2026-04-27,78314,woolworths,toilet_paper,7.0
2026-04-27,785118,woolworths,toilet_paper,8.5
2026-04-27,785129,woolworths,toilet_paper,8.5
2026-04-27,785317,woolworths,toilet_paper,8.0
2026-04-27,786051,woolworths,toilet_paper,9.0
2026-04-27,789188,woolworths,toilet_paper,2.0
2026-04-27,791822,woolworths,toilet_paper,7.8
2026-04-27,792032,woolworths,toilet_paper,1.5
2026-04-27,805123,woolworths,toilet_paper,3.0
2026-04-27,805171,woolworths,toilet_paper,5.0
2026-04-27,805480,woolworths,toilet_paper,3.5
2026-04-27,805484,woolworths,toilet_paper,4.5
2026-04-27,805633,woolworths,toilet_paper,4.5
2026-04-27,805636,woolworths,toilet_paper,4.5
2026-04-27,805761,woolworths,toilet_paper,3.5
2026-04-27,805847,woolworths,toilet_paper,4.5
2026-04-27,806044,woolworths,toilet_paper,5.0
2026-04-27,806046,woolworths,toilet_paper,4.0
2026-04-27,806048,woolworths,toilet_paper,4.0
2026-04-27,806073,woolworths,toilet_paper,1.2
2026-04-27,806075,woolworths,toilet_paper,3.0
2026-04-27,806076,woolworths,toilet_paper,3.0
2026-04-27,806077,woolworths,toilet_paper,2.6
2026-04-27,806079,woolworths,toilet_paper,3.0
2026-04-27,806100,woolworths,toilet_paper,3.0
2026-04-27,806115,woolworths,toilet_paper,1.5
2026-04-27,806118,woolworths,toilet_paper,1.2
2026-04-27,806119,woolworths,toilet_paper,3.0
2026-04-27,806120,woolworths,toilet_paper,3.0
2026-04-27,806122,woolworths,toilet_paper,2.6
2026-04-27,806123,woolworths,toilet_paper,1.2
2026-04-27,806124,woolworths,toilet_paper,3.0
2026-04-27,806125,woolworths,toilet_paper,1.8
2026-04-27,806129,woolworths,toilet_paper,3.5
2026-04-27,819751,woolworths,toilet_paper,8.0
2026-04-27,847649,woolworths,toilet_paper,7.9
2026-04-27,847655,woolworths,toilet_paper,4.0
2026-04-27,851925,woolworths,toilet_paper,13.6
2026-04-27,852042,woolworths,toilet_paper,13.6
2026-04-27,859246,woolworths,toilet_paper,19.0
2026-04-27,873596,woolworths,toilet_paper,6.0
2026-04-27,880225,woolworths,toilet_paper,8.0
2026-04-27,881036,woolworths,toilet_paper,5.0
2026-04-27,88679,woolworths,toilet_paper,12.0
2026-04-27,903632,woolworths,toilet_paper,18.0
2026-04-27,903645,woolworths,toilet_paper,10.8
2026-04-27,905318,woolworths,toilet_paper,3.5
2026-04-27,905482,woolworths,toilet_paper,5.5
2026-04-27,906308,woolworths,toilet_paper,14.0
2026-04-27,906430,woolworths,toilet_paper,3.5
2026-04-27,907208,woolworths,toilet_paper,4.5
2026-04-27,907275,woolworths,toilet_paper,4.5
2026-04-27,90730,woolworths,toilet_paper,7.0
2026-04-27,907486,woolworths,toilet_paper,5.8
2026-04-27,908378,woolworths,toilet_paper,6.9
2026-04-27,910291,woolworths,toilet_paper,2.0
2026-04-27,913954,woolworths,toilet_paper,1.5
2026-04-27,913956,woolworths,toilet_paper,1.75
2026-04-27,914025,woolworths,toilet_paper,1.5
2026-04-27,914026,woolworths,toilet_paper,1.75
2026-04-27,918802,woolworths,toilet_paper,4.0
2026-04-27,918804,woolworths,toilet_paper,2.8
2026-04-27,92400,woolworths,toilet_paper,3.5
2026-04-27,92702,woolworths,toilet_paper,3.5
2026-04-27,938184,woolworths,toilet_paper,9.0
2026-04-27,94249,woolworths,toilet_paper,5.5
2026-04-27,943254,woolworths,toilet_paper,17.6
2026-04-27,95186,woolworths,toilet_paper,5.0
2026-04-27,962010,woolworths,toilet_paper,1.5
2026-04-27,96900,woolworths,toilet_paper,1.2
2026-04-27,96901,woolworths,toilet_paper,3.5
2026-04-27,972302,woolworths,toilet_paper,19.9
2026-04-27,973184,woolworths,toilet_paper,3.5
2026-04-27,973185,woolworths,toilet_paper,3.5
2026-04-27,973186,woolworths,toilet_paper,3.5
